player_link,player,team,start_date,end_date
https://en.khl.ru/players/28624/?idplayer=28624&PAGEN_1=1,Amir Garayev,HC Sochi,4 Sep 2020,26 Feb 2023
https://en.khl.ru/players/26846/?idplayer=26846&PAGEN_1=1,Ryan Garbutt,Slovan,30 Dec 2017,1 Mar 2018
https://en.khl.ru/players/26846/?idplayer=26846&PAGEN_1=1,Ryan Garbutt,Torpedo,28 Nov 2017,24 Dec 2017
https://en.khl.ru/players/26846/?idplayer=26846&PAGEN_1=1,Ryan Garbutt,HC Sochi,22 Aug 2017,26 Sep 2017
https://en.khl.ru/players/15977/?idplayer=15977&PAGEN_1=1,Artyom Gareyev,Admiral,2 Sep 2021,26 Mar 2023
https://en.khl.ru/players/15977/?idplayer=15977&PAGEN_1=1,Artyom Gareyev,Severstal,13 Sep 2020,21 Jan 2021
https://en.khl.ru/players/15977/?idplayer=15977&PAGEN_1=1,Artyom Gareyev,Avtomobilist,4 Sep 2014,10 Mar 2020
https://en.khl.ru/players/15977/?idplayer=15977&PAGEN_1=1,Artyom Gareyev,Metallurg Nk,5 Sep 2013,4 Mar 2014
https://en.khl.ru/players/15977/?idplayer=15977&PAGEN_1=1,Artyom Gareyev,Salavat Yulaev,6 Sep 2012,5 Jan 2013
https://en.khl.ru/players/17574/?idplayer=17574&PAGEN_1=1,Stanislav Gareyev,Avtomobilist,20 Oct 2021,29 Dec 2021
https://en.khl.ru/players/17574/?idplayer=17574&PAGEN_1=1,Stanislav Gareyev,Traktor,24 Sep 2020,7 Mar 2021
https://en.khl.ru/players/17574/?idplayer=17574&PAGEN_1=1,Stanislav Gareyev,Salavat Yulaev,6 Sep 2016,17 Dec 2019
https://en.khl.ru/players/15728/?idplayer=15728&PAGEN_1=1,Artyom Garifulin,Metallurg Nk,4 Sep 2014,24 Feb 2015
https://en.khl.ru/players/10427/?idplayer=10427&PAGEN_1=1,Artur Garipov,Lada,17 Oct 2008,21 Nov 2008
https://en.khl.ru/players/15172/?idplayer=15172&PAGEN_1=1,Emil Garipov,Neftekhimik,25 Sep 2022,15 Oct 2022
https://en.khl.ru/players/15172/?idplayer=15172&PAGEN_1=1,Emil Garipov,Traktor,3 Sep 2021,11 Sep 2022
https://en.khl.ru/players/15172/?idplayer=15172&PAGEN_1=1,Emil Garipov,Dynamo Msk,11 Dec 2020,27 Feb 2021
https://en.khl.ru/players/15172/?idplayer=15172&PAGEN_1=1,Emil Garipov,Avangard,8 Dec 2019,26 Nov 2020
https://en.khl.ru/players/15172/?idplayer=15172&PAGEN_1=1,Emil Garipov,Ak Bars,9 Oct 2011,4 Nov 2019
https://en.khl.ru/players/14900/?idplayer=14900&PAGEN_1=1,Michael Garnett,Medvescak,7 Nov 2016,5 Feb 2017
https://en.khl.ru/players/14900/?idplayer=14900&PAGEN_1=1,Michael Garnett,Slovan,26 Aug 2015,27 Feb 2016
https://en.khl.ru/players/14900/?idplayer=14900&PAGEN_1=1,Michael Garnett,Traktor,12 Sep 2011,8 Mar 2015
https://en.khl.ru/players/14900/?idplayer=14900&PAGEN_1=1,Michael Garnett,OHC Dynamo M,8 Sep 2010,3 Mar 2011
https://en.khl.ru/players/14900/?idplayer=14900&PAGEN_1=1,Michael Garnett,HC MVD,2 Sep 2008,27 Apr 2010
https://en.khl.ru/players/21977/?idplayer=21977&PAGEN_1=1,Mathieu Garon,Avangard,14 Oct 2013,28 Dec 2013
https://en.khl.ru/players/25208/?idplayer=25208&PAGEN_1=1,Artur Gatiyatov,Barys,3 Oct 2019,26 Feb 2020
https://en.khl.ru/players/17785/?idplayer=17785&PAGEN_1=1,Vladislav Gavrikov,SKA,21 Aug 2017,9 Apr 2019
https://en.khl.ru/players/17785/?idplayer=17785&PAGEN_1=1,Vladislav Gavrikov,Lokomotiv,22 Sep 2014,29 Mar 2017
https://en.khl.ru/players/16005/?idplayer=16005&PAGEN_1=1,Ivan A. Gavrilenko,Admiral,24 Aug 2016,21 Oct 2017
https://en.khl.ru/players/16005/?idplayer=16005&PAGEN_1=1,Ivan A. Gavrilenko,Sibir,6 Feb 2015,8 Feb 2015
https://en.khl.ru/players/16005/?idplayer=16005&PAGEN_1=1,Ivan A. Gavrilenko,Metallurg Nk,11 Oct 2013,30 Oct 2013
https://en.khl.ru/players/5261/?idplayer=5261&PAGEN_1=1,Andrei Gavrilin,Barys,3 Sep 2008,10 Mar 2015
https://en.khl.ru/players/14700/?idplayer=14700&PAGEN_1=1,Andrei Al. Gavrilov,Salavat Yulaev,23 Aug 2016,2 Mar 2017
https://en.khl.ru/players/14700/?idplayer=14700&PAGEN_1=1,Andrei Al. Gavrilov,HC Sochi,6 Sep 2014,16 Jan 2016
https://en.khl.ru/players/14700/?idplayer=14700&PAGEN_1=1,Andrei Al. Gavrilov,Atlant,1 Feb 2010,11 Sep 2010
https://en.khl.ru/players/14700/?idplayer=14700&PAGEN_1=1,Andrei Al. Gavrilov,Vityaz,11 Sep 2009,27 Jan 2010
https://en.khl.ru/players/15542/?idplayer=15542&PAGEN_1=1,Kirill Gavrilychev,Spartak,29 Aug 2015,1 Nov 2015
https://en.khl.ru/players/15542/?idplayer=15542&PAGEN_1=1,Kirill Gavrilychev,Metallurg Nk,4 Sep 2014,24 Feb 2015
https://en.khl.ru/players/17559/?idplayer=17559&PAGEN_1=1,Artur Gavrus,Dinamo Mn,5 Sep 2013,15 Jan 2019
https://en.khl.ru/players/25423/?idplayer=25423&PAGEN_1=1,Emils Gegeris,Dinamo R,22 Aug 2017,29 Jan 2021
https://en.khl.ru/players/3703/?idplayer=3703&PAGEN_1=1,Georgy Gelashvili,Ugra,5 Jan 2015,18 Feb 2016
https://en.khl.ru/players/3703/?idplayer=3703&PAGEN_1=1,Georgy Gelashvili,Torpedo,10 Sep 2013,10 Dec 2014
https://en.khl.ru/players/3703/?idplayer=3703&PAGEN_1=1,Georgy Gelashvili,Metallurg Mg,9 Sep 2010,26 Feb 2013
https://en.khl.ru/players/3703/?idplayer=3703&PAGEN_1=1,Georgy Gelashvili,Lokomotiv,2 Sep 2008,11 Apr 2010
https://en.khl.ru/players/32894/?idplayer=32894&PAGEN_1=1,Eric Gelinas,Slovan,2 Sep 2018,4 Feb 2019
https://en.khl.ru/players/25462/?idplayer=25462&PAGEN_1=1,Batu Gendunov,Amur,5 Jan 2018,7 Jan 2018
https://en.khl.ru/players/42126/?idplayer=42126&PAGEN_1=1,Matteo Gennaro,Kunlun RS,4 Sep 2022,3 Oct 2022
https://en.khl.ru/players/22801/?idplayer=22801&PAGEN_1=1,Charles Genoway,Avtomobilist,3 Sep 2020,10 Mar 2021
https://en.khl.ru/players/22801/?idplayer=22801&PAGEN_1=1,Charles Genoway,Torpedo,2 Sep 2019,8 Mar 2020
https://en.khl.ru/players/22801/?idplayer=22801&PAGEN_1=1,Charles Genoway,Lada,23 Aug 2017,1 Mar 2018
https://en.khl.ru/players/22801/?idplayer=22801&PAGEN_1=1,Charles Genoway,Jokerit,23 Aug 2016,27 Feb 2017
https://en.khl.ru/players/22801/?idplayer=22801&PAGEN_1=1,Charles Genoway,Spartak,25 Aug 2015,18 Feb 2016
https://en.khl.ru/players/22801/?idplayer=22801&PAGEN_1=1,Charles Genoway,Dinamo R,6 Sep 2014,24 Feb 2015
https://en.khl.ru/players/23899/?idplayer=23899&PAGEN_1=1,Colby Genoway,Slovan,23 Aug 2017,1 Mar 2018
https://en.khl.ru/players/23899/?idplayer=23899&PAGEN_1=1,Colby Genoway,Medvescak,26 Aug 2015,17 Jan 2017
https://en.khl.ru/players/6373/?idplayer=6373&PAGEN_1=1,Yury Gerasimov,Khimik,5 Sep 2008,14 Feb 2009
https://en.khl.ru/players/35923/?idplayer=35923&PAGEN_1=1,Kirill Gerasimyuk,SKA,15 Jan 2023,15 Jan 2023
https://en.khl.ru/players/23184/?idplayer=23184&PAGEN_1=1,Igor Geraskin,Severstal,21 Oct 2017,14 Mar 2023
https://en.khl.ru/players/16222/?idplayer=16222&PAGEN_1=1,Martin Gerber,Atlant,13 Sep 2009,13 Dec 2009
https://en.khl.ru/players/21136/?idplayer=21136&PAGEN_1=1,Nazir Gichibekov,Admiral,27 Sep 2017,1 Mar 2018
https://en.khl.ru/players/23900/?idplayer=23900&PAGEN_1=1,Stefano Giliati,Medvescak,26 Aug 2015,18 Feb 2016
https://en.khl.ru/players/25299/?idplayer=25299&PAGEN_1=1,Colton Gillies,Dinamo R,23 Aug 2016,22 Feb 2020
https://en.khl.ru/players/19372/?idplayer=19372&PAGEN_1=1,Trevor Gillies,Vityaz,6 Sep 2012,17 Feb 2013
https://en.khl.ru/players/39907/?idplayer=39907&PAGEN_1=1,John Gilmour,Dinamo Mn,3 Sep 2022,3 Mar 2023
https://en.khl.ru/players/39907/?idplayer=39907&PAGEN_1=1,John Gilmour,CSKA,5 Jan 2021,30 Apr 2022
https://en.khl.ru/players/22449/?idplayer=22449&PAGEN_1=1,Matthew Gilroy,Jokerit,23 Aug 2017,24 Mar 2018
https://en.khl.ru/players/22449/?idplayer=22449&PAGEN_1=1,Matthew Gilroy,Spartak,25 Aug 2015,18 Feb 2017
https://en.khl.ru/players/22449/?idplayer=22449&PAGEN_1=1,Matthew Gilroy,Atlant,6 Sep 2014,24 Feb 2015
https://en.khl.ru/players/17632/?idplayer=17632&PAGEN_1=1,Eduard Gimatov,Neftekhimik,10 Dec 2021,23 Sep 2022
https://en.khl.ru/players/17632/?idplayer=17632&PAGEN_1=1,Eduard Gimatov,Spartak,6 Sep 2021,8 Nov 2021
https://en.khl.ru/players/17632/?idplayer=17632&PAGEN_1=1,Eduard Gimatov,Salavat Yulaev,27 Nov 2017,23 Mar 2021
https://en.khl.ru/players/17632/?idplayer=17632&PAGEN_1=1,Eduard Gimatov,Neftekhimik,28 Aug 2016,18 Feb 2017
https://en.khl.ru/players/17632/?idplayer=17632&PAGEN_1=1,Eduard Gimatov,Severstal,22 Nov 2014,5 Feb 2016
https://en.khl.ru/players/17632/?idplayer=17632&PAGEN_1=1,Eduard Gimatov,Avtomobilist,8 Sep 2012,2 Oct 2013
https://en.khl.ru/players/43/?idplayer=43&PAGEN_1=1,Sergei Gimayev,Kunlun RS,4 Sep 2020,9 Oct 2020
https://en.khl.ru/players/43/?idplayer=43&PAGEN_1=1,Sergei Gimayev,Dinamo R,2 Sep 2018,26 Feb 2020
https://en.khl.ru/players/43/?idplayer=43&PAGEN_1=1,Sergei Gimayev,Vityaz,27 Aug 2016,27 Feb 2018
https://en.khl.ru/players/43/?idplayer=43&PAGEN_1=1,Sergei Gimayev,Sibir,6 Sep 2014,16 Mar 2016
https://en.khl.ru/players/43/?idplayer=43&PAGEN_1=1,Sergei Gimayev,CSKA,5 Sep 2012,11 Mar 2014
https://en.khl.ru/players/43/?idplayer=43&PAGEN_1=1,Sergei Gimayev,Salavat Yulaev,12 Sep 2011,9 Mar 2012
https://en.khl.ru/players/43/?idplayer=43&PAGEN_1=1,Sergei Gimayev,Barys,3 Sep 2008,28 Feb 2011
https://en.khl.ru/players/15377/?idplayer=15377&PAGEN_1=1,Magomed Gimbatov,Metallurg Nk,16 Sep 2013,11 Oct 2013
https://en.khl.ru/players/15377/?idplayer=15377&PAGEN_1=1,Magomed Gimbatov,Vityaz,25 Sep 2010,24 Jan 2011
https://en.khl.ru/players/15377/?idplayer=15377&PAGEN_1=1,Magomed Gimbatov,SKA,21 Oct 2009,18 Jan 2010
https://en.khl.ru/players/15377/?idplayer=15377&PAGEN_1=1,Magomed Gimbatov,Metallurg Nk,23 Sep 2008,26 Feb 2009
https://en.khl.ru/players/14639/?idplayer=14639&PAGEN_1=1,Pakhrudin Gimbatov,Severstal,8 Sep 2012,11 Dec 2013
https://en.khl.ru/players/19089/?idplayer=19089&PAGEN_1=1,Alexandre Giroux,Medvescak,23 Aug 2016,15 Feb 2017
https://en.khl.ru/players/19089/?idplayer=19089&PAGEN_1=1,Alexandre Giroux,Dinamo R,6 Sep 2012,28 Jan 2013
https://en.khl.ru/players/14281/?idplayer=14281&PAGEN_1=1,Raymond Giroux,Metallurg Nk,5 Sep 2013,4 Mar 2014
https://en.khl.ru/players/14281/?idplayer=14281&PAGEN_1=1,Raymond Giroux,Traktor,25 Oct 2010,6 Apr 2012
https://en.khl.ru/players/14281/?idplayer=14281&PAGEN_1=1,Raymond Giroux,SKA,3 Sep 2008,14 Mar 2010
https://en.khl.ru/players/15360/?idplayer=15360&PAGEN_1=1,Jeff Giuliano,Dinamo Mn,2 Sep 2008,24 Jan 2009
https://en.khl.ru/players/22208/?idplayer=22208&PAGEN_1=1,Artur Gizdatullin,Amur,26 Aug 2016,23 Feb 2023
https://en.khl.ru/players/22208/?idplayer=22208&PAGEN_1=1,Artur Gizdatullin,Torpedo,16 Feb 2016,15 Mar 2016
https://en.khl.ru/players/4190/?idplayer=4190&PAGEN_1=1,Evgeny Gladskikh,Torpedo,11 Oct 2010,30 Oct 2010
https://en.khl.ru/players/4190/?idplayer=4190&PAGEN_1=1,Evgeny Gladskikh,Metallurg Mg,17 Sep 2009,28 Mar 2010
https://en.khl.ru/players/4190/?idplayer=4190&PAGEN_1=1,Evgeny Gladskikh,Atlant,2 Dec 2008,15 Mar 2009
https://en.khl.ru/players/4190/?idplayer=4190&PAGEN_1=1,Evgeny Gladskikh,Avangard,3 Sep 2008,2 Nov 2008
https://en.khl.ru/players/17880/?idplayer=17880&PAGEN_1=1,Igor Gladun,Ugra,24 Feb 2015,18 Oct 2016
https://en.khl.ru/players/16362/?idplayer=16362&PAGEN_1=1,Jeff Glass,Dinamo Mn,25 Aug 2015,18 Feb 2016
https://en.khl.ru/players/16362/?idplayer=16362&PAGEN_1=1,Jeff Glass,Lada,4 Sep 2014,24 Feb 2015
https://en.khl.ru/players/16362/?idplayer=16362&PAGEN_1=1,Jeff Glass,CSKA,17 Jan 2014,11 Mar 2014
https://en.khl.ru/players/16362/?idplayer=16362&PAGEN_1=1,Jeff Glass,Spartak,5 Sep 2013,14 Jan 2014
https://en.khl.ru/players/16362/?idplayer=16362&PAGEN_1=1,Jeff Glass,Sibir,6 Sep 2012,5 Mar 2013
https://en.khl.ru/players/16362/?idplayer=16362&PAGEN_1=1,Jeff Glass,Barys,12 Sep 2009,11 Mar 2012
https://en.khl.ru/players/266/?idplayer=266&PAGEN_1=1,Konstantin Glazachev,Admiral,13 Sep 2017,26 Feb 2020
https://en.khl.ru/players/266/?idplayer=266&PAGEN_1=1,Konstantin Glazachev,Spartak,5 Oct 2015,18 Feb 2017
https://en.khl.ru/players/266/?idplayer=266&PAGEN_1=1,Konstantin Glazachev,OHC Dynamo M,4 Sep 2013,8 Sep 2015
https://en.khl.ru/players/266/?idplayer=266&PAGEN_1=1,Konstantin Glazachev,Ugra,19 Dec 2012,17 Feb 2013
https://en.khl.ru/players/266/?idplayer=266&PAGEN_1=1,Konstantin Glazachev,Sibir,16 Oct 2012,5 Dec 2012
https://en.khl.ru/players/266/?idplayer=266&PAGEN_1=1,Konstantin Glazachev,SKA,6 Sep 2012,17 Sep 2012
https://en.khl.ru/players/266/?idplayer=266&PAGEN_1=1,Konstantin Glazachev,Ak Bars,4 Nov 2011,14 Mar 2012
https://en.khl.ru/players/266/?idplayer=266&PAGEN_1=1,Konstantin Glazachev,Metallurg Mg,12 Sep 2011,2 Nov 2011
https://en.khl.ru/players/266/?idplayer=266&PAGEN_1=1,Konstantin Glazachev,Dinamo Mn,9 Sep 2010,5 Mar 2011
https://en.khl.ru/players/266/?idplayer=266&PAGEN_1=1,Konstantin Glazachev,Barys,3 Sep 2008,12 Mar 2010
https://en.khl.ru/players/16015/?idplayer=16015&PAGEN_1=1,Ivan Glazkov,Neftekhimik,2 Sep 2021,21 Oct 2021
https://en.khl.ru/players/16015/?idplayer=16015&PAGEN_1=1,Ivan Glazkov,Sibir,7 Oct 2019,18 Oct 2019
https://en.khl.ru/players/16015/?idplayer=16015&PAGEN_1=1,Ivan Glazkov,Severstal,28 Dec 2018,22 Feb 2019
https://en.khl.ru/players/16015/?idplayer=16015&PAGEN_1=1,Ivan Glazkov,Admiral,29 Dec 2017,1 Mar 2018
https://en.khl.ru/players/16015/?idplayer=16015&PAGEN_1=1,Ivan Glazkov,HC Sochi,25 Sep 2016,18 Feb 2017
https://en.khl.ru/players/16015/?idplayer=16015&PAGEN_1=1,Ivan Glazkov,Admiral,24 Aug 2016,10 Sep 2016
https://en.khl.ru/players/16015/?idplayer=16015&PAGEN_1=1,Ivan Glazkov,HC Sochi,8 Jan 2016,27 Feb 2016
https://en.khl.ru/players/16015/?idplayer=16015&PAGEN_1=1,Ivan Glazkov,Admiral,17 Oct 2014,8 Dec 2015
https://en.khl.ru/players/16015/?idplayer=16015&PAGEN_1=1,Ivan Glazkov,Sibir,15 Feb 2012,26 Feb 2012
https://en.khl.ru/players/16967/?idplayer=16967&PAGEN_1=1,Stanislav Glazunov,Atlant,14 Apr 2011,16 Apr 2011
https://en.khl.ru/players/17229/?idplayer=17229&PAGEN_1=1,Grigory Glebov,Metallurg Nk,27 Sep 2015,18 Feb 2016
https://en.khl.ru/players/14738/?idplayer=14738&PAGEN_1=1,Anton Glinkin,Kunlun RS,4 Sep 2020,6 Sep 2020
https://en.khl.ru/players/14738/?idplayer=14738&PAGEN_1=1,Anton Glinkin,Traktor,2 Sep 2018,27 Feb 2020
https://en.khl.ru/players/14738/?idplayer=14738&PAGEN_1=1,Anton Glinkin,Ak Bars,23 Aug 2016,5 Apr 2018
https://en.khl.ru/players/14738/?idplayer=14738&PAGEN_1=1,Anton Glinkin,Traktor,3 Sep 2008,18 Feb 2016
https://en.khl.ru/players/22700/?idplayer=22700&PAGEN_1=1,Vasily Glotov,SKA,26 Sep 2022,12 Apr 2023
https://en.khl.ru/players/22700/?idplayer=22700&PAGEN_1=1,Vasily Glotov,HC Sochi,1 Nov 2020,18 Sep 2022
https://en.khl.ru/players/22700/?idplayer=22700&PAGEN_1=1,Vasily Glotov,SKA,3 Jan 2020,4 Oct 2020
https://en.khl.ru/players/14520/?idplayer=14520&PAGEN_1=1,Anton Glovatsky,Traktor,26 Aug 2015,16 Oct 2015
https://en.khl.ru/players/14520/?idplayer=14520&PAGEN_1=1,Anton Glovatsky,Atlant,2 Dec 2008,24 Dec 2008
https://en.khl.ru/players/14520/?idplayer=14520&PAGEN_1=1,Anton Glovatsky,Metallurg Mg,10 Sep 2008,19 Sep 2008
https://en.khl.ru/players/171/?idplayer=171&PAGEN_1=1,Alexei Glukhov,Sibir,8 Nov 2016,18 Feb 2017
https://en.khl.ru/players/171/?idplayer=171&PAGEN_1=1,Alexei Glukhov,Avangard,25 Aug 2015,13 Oct 2016
https://en.khl.ru/players/171/?idplayer=171&PAGEN_1=1,Alexei Glukhov,Salavat Yulaev,6 Sep 2012,6 Mar 2015
https://en.khl.ru/players/171/?idplayer=171&PAGEN_1=1,Alexei Glukhov,Atlant,1 Oct 2008,23 Mar 2012
https://en.khl.ru/players/13963/?idplayer=13963&PAGEN_1=1,Mikhail Glukhov,Ak Bars,24 Nov 2014,19 Feb 2023
https://en.khl.ru/players/13963/?idplayer=13963&PAGEN_1=1,Mikhail Glukhov,Atlant,5 Sep 2012,18 Nov 2014
https://en.khl.ru/players/13963/?idplayer=13963&PAGEN_1=1,Mikhail Glukhov,Amur,30 Nov 2009,5 Mar 2012
https://en.khl.ru/players/13963/?idplayer=13963&PAGEN_1=1,Mikhail Glukhov,Lada,24 Nov 2008,8 Mar 2009
https://en.khl.ru/players/19007/?idplayer=19007&PAGEN_1=1,Nikolai Glukhov,Admiral,2 Feb 2017,24 Dec 2017
https://en.khl.ru/players/19007/?idplayer=19007&PAGEN_1=1,Nikolai Glukhov,Sibir,27 Sep 2016,26 Nov 2016
https://en.khl.ru/players/19007/?idplayer=19007&PAGEN_1=1,Nikolai Glukhov,Traktor,27 Aug 2016,31 Aug 2016
https://en.khl.ru/players/19007/?idplayer=19007&PAGEN_1=1,Nikolai Glukhov,Avangard,4 Sep 2014,18 Feb 2016
https://en.khl.ru/players/20934/?idplayer=20934&PAGEN_1=1,Mike Glumac,Medvescak,6 Sep 2013,15 Feb 2017
https://en.khl.ru/players/38168/?idplayer=38168&PAGEN_1=1,Rostislav Glushchenko,Dynamo Msk,6 Dec 2022,18 Feb 2023
https://en.khl.ru/players/17784/?idplayer=17784&PAGEN_1=1,Maxim Glyzin,Lokomotiv,6 Sep 2013,22 Sep 2013
https://en.khl.ru/players/21052/?idplayer=21052&PAGEN_1=1,Denis Godla,Slovan,29 Sep 2013,24 Feb 2015
https://en.khl.ru/players/16041/?idplayer=16041&PAGEN_1=1,Alexander Gogolev,Severstal,10 Sep 2013,4 Mar 2014
https://en.khl.ru/players/16041/?idplayer=16041&PAGEN_1=1,Alexander Gogolev,Spartak,31 Oct 2010,6 Nov 2010
https://en.khl.ru/players/15711/?idplayer=15711&PAGEN_1=1,Dmitry Goldenkov,OHC Dynamo M,4 Sep 2012,4 Jan 2013
https://en.khl.ru/players/15711/?idplayer=15711&PAGEN_1=1,Dmitry Goldenkov,Amur,9 Sep 2010,9 Jan 2011
https://en.khl.ru/players/18547/?idplayer=18547&PAGEN_1=1,Nikolai Goldobin,Metallurg Mg,28 Dec 2020,23 Mar 2023
https://en.khl.ru/players/18547/?idplayer=18547&PAGEN_1=1,Nikolai Goldobin,CSKA,2 Sep 2020,10 Nov 2020
https://en.khl.ru/players/22217/?idplayer=22217&PAGEN_1=1,Igor Goleshchikhin,Avtomobilist,16 Feb 2017,16 Feb 2017
https://en.khl.ru/players/25730/?idplayer=25730&PAGEN_1=1,Kirill Goloshchapov,CSKA,20 Dec 2018,20 Feb 2021
https://en.khl.ru/players/10942/?idplayer=10942&PAGEN_1=1,Stanislav Golovanov,Salavat Yulaev,8 Dec 2014,28 Feb 2015
https://en.khl.ru/players/6440/?idplayer=6440&PAGEN_1=1,Alexander Golovin,Avtomobilist,2 Nov 2012,25 Nov 2012
https://en.khl.ru/players/6440/?idplayer=6440&PAGEN_1=1,Alexander Golovin,Ugra,8 Sep 2012,28 Oct 2012
https://en.khl.ru/players/6440/?idplayer=6440&PAGEN_1=1,Alexander Golovin,Metallurg Nk,12 Sep 2011,26 Feb 2012
https://en.khl.ru/players/6440/?idplayer=6440&PAGEN_1=1,Alexander Golovin,Spartak,2 Feb 2011,27 Feb 2011
https://en.khl.ru/players/6440/?idplayer=6440&PAGEN_1=1,Alexander Golovin,Metallurg Nk,11 Sep 2009,31 Jan 2011
https://en.khl.ru/players/6440/?idplayer=6440&PAGEN_1=1,Alexander Golovin,SKA,2 Oct 2008,30 Jan 2009
https://en.khl.ru/players/6440/?idplayer=6440&PAGEN_1=1,Alexander Golovin,Avangard,21 Sep 2008,25 Sep 2008
https://en.khl.ru/players/14881/?idplayer=14881&PAGEN_1=1,Igor Golovkov,Vityaz,12 Sep 2011,9 Mar 2023
https://en.khl.ru/players/14881/?idplayer=14881&PAGEN_1=1,Igor Golovkov,Dynamo M,20 Oct 2008,14 Mar 2010
https://en.khl.ru/players/18997/?idplayer=18997&PAGEN_1=1,Georgs Golovkovs,Dinamo R,21 Dec 2016,5 Dec 2017
https://en.khl.ru/players/3847/?idplayer=3847&PAGEN_1=1,Alexander Golts,Vityaz,7 Sep 2008,26 Feb 2009
https://en.khl.ru/players/15649/?idplayer=15649&PAGEN_1=1,Denis Golubev,Sibir,3 Sep 2021,10 Mar 2023
https://en.khl.ru/players/15649/?idplayer=15649&PAGEN_1=1,Denis Golubev,Amur,3 Jan 2018,27 Feb 2021
https://en.khl.ru/players/15649/?idplayer=15649&PAGEN_1=1,Denis Golubev,Ak Bars,25 Aug 2015,25 Dec 2017
https://en.khl.ru/players/15649/?idplayer=15649&PAGEN_1=1,Denis Golubev,Lada,4 Sep 2014,22 Feb 2015
https://en.khl.ru/players/15649/?idplayer=15649&PAGEN_1=1,Denis Golubev,Ak Bars,10 Sep 2009,26 Jan 2014
https://en.khl.ru/players/20698/?idplayer=20698&PAGEN_1=1,Ilya Golubev,Ak Bars,23 Feb 2021,3 Jan 2022
https://en.khl.ru/players/23775/?idplayer=23775&PAGEN_1=1,Artyom Golubovich,Neftekhimik,4 Sep 2020,19 Nov 2020
https://en.khl.ru/players/14454/?idplayer=14454&PAGEN_1=1,Vadim Golubtsov,Metallurg Nk,13 Sep 2010,16 Feb 2011
https://en.khl.ru/players/14454/?idplayer=14454&PAGEN_1=1,Vadim Golubtsov,Lada,3 Sep 2008,7 Mar 2010
https://en.khl.ru/players/19058/?idplayer=19058&PAGEN_1=1,Anatoly Golyshev,Avtomobilist,6 Sep 2013,14 Mar 2023
https://en.khl.ru/players/39808/?idplayer=39808&PAGEN_1=1,Mikhail Gonchar,Metallurg Mg,26 Oct 2020,26 Oct 2020
https://en.khl.ru/players/13363/?idplayer=13363&PAGEN_1=1,Sergei Gonchar,Metallurg Mg,20 Sep 2012,6 Jan 2013
https://en.khl.ru/players/14612/?idplayer=14612&PAGEN_1=1,Maxim A. Goncharov,Neftekhimik,7 Sep 2022,9 Mar 2023
https://en.khl.ru/players/14612/?idplayer=14612&PAGEN_1=1,Maxim A. Goncharov,Sibir,5 Jan 2022,5 Jan 2022
https://en.khl.ru/players/14612/?idplayer=14612&PAGEN_1=1,Maxim A. Goncharov,Avangard,29 Nov 2020,30 Nov 2021
https://en.khl.ru/players/14612/?idplayer=14612&PAGEN_1=1,Maxim A. Goncharov,Spartak,2 Sep 2018,6 Oct 2020
https://en.khl.ru/players/14612/?idplayer=14612&PAGEN_1=1,Maxim A. Goncharov,Salavat Yulaev,9 Sep 2015,25 Mar 2018
https://en.khl.ru/players/14612/?idplayer=14612&PAGEN_1=1,Maxim A. Goncharov,Avangard,13 Nov 2013,3 Sep 2015
https://en.khl.ru/players/14612/?idplayer=14612&PAGEN_1=1,Maxim A. Goncharov,CSKA,3 Sep 2008,3 Nov 2013
https://en.khl.ru/players/24857/?idplayer=24857&PAGEN_1=1,Nikita Goncharov,Vityaz,12 Sep 2018,9 Mar 2023
https://en.khl.ru/players/15156/?idplayer=15156&PAGEN_1=1,Sergei Goncharov,Vityaz,20 Dec 2011,26 Feb 2012
https://en.khl.ru/players/25024/?idplayer=25024&PAGEN_1=1,Sergei Goncharuk,Torpedo,2 Sep 2019,22 Mar 2023
https://en.khl.ru/players/25840/?idplayer=25840&PAGEN_1=1,Alexander Gopiyenko,Amur,3 Sep 2020,15 Sep 2022
https://en.khl.ru/players/19201/?idplayer=19201&PAGEN_1=1,Denis Gorbunov,Sibir,23 Sep 2017,5 Dec 2017
https://en.khl.ru/players/19201/?idplayer=19201&PAGEN_1=1,Denis Gorbunov,Ugra,10 Sep 2014,28 Aug 2017
https://en.khl.ru/players/30878/?idplayer=30878&PAGEN_1=1,Ilya Gorbunov,Traktor,3 Sep 2020,27 Feb 2021
https://en.khl.ru/players/21055/?idplayer=21055&PAGEN_1=1,Roman S. Gorbunov,Dinamo Mn,5 Sep 2020,11 Mar 2023
https://en.khl.ru/players/3538/?idplayer=3538&PAGEN_1=1,Vladimir Gorbunov,Avtomobilist,7 Jan 2014,11 Mar 2014
https://en.khl.ru/players/3538/?idplayer=3538&PAGEN_1=1,Vladimir Gorbunov,Ugra,6 Sep 2013,28 Nov 2013
https://en.khl.ru/players/3538/?idplayer=3538&PAGEN_1=1,Vladimir Gorbunov,Torpedo,12 Sep 2011,17 Feb 2013
https://en.khl.ru/players/3538/?idplayer=3538&PAGEN_1=1,Vladimir Gorbunov,OHC Dynamo M,8 Sep 2010,3 Mar 2011
https://en.khl.ru/players/3538/?idplayer=3538&PAGEN_1=1,Vladimir Gorbunov,HC MVD,2 Sep 2008,27 Apr 2010
